downloaded,local_filename,journal,journal_code,publisher,title,authors,first_author,year,publication_date,doi,doi_url,openalex_id,volume,issue,first_page,last_page,landing_page_url,is_oa,oa_status,matched_terms,matched_fields,search_queries,discovery_strategies,metadata_sources,download_note,discipline,screening_decision,screening_note
no,,The Review of Economics and Statistics,restat,MIT Press,Safer in School? The Impact of Compulsory Schooling on Maltreatment and Associated Harms,Adam A Dzulkipli; Nicole Black; David Johnston; Leonie Segal,dzulkipli,2025,2025-09-09,10.1162/rest.a.280,https://doi.org/10.1162/rest.a.280,https://openalex.org/W4414157679,,,1,40,https://doi.org/10.1162/rest.a.280,False,closed,regression-discontinuity,abstract,regression discontinuity,search,openalex,download skipped by config,economics,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,The Review of Economics and Statistics,restat,MIT Press,Signaling Specific Skills and the Labor Market of College Graduates,Matí­as Busso; Sebastián Montaño; Juan Muñoz-Morales,busso,2025,2025-10-27,10.1162/rest.a.1635,https://doi.org/10.1162/rest.a.1635,https://openalex.org/W4415598670,,,1,46,https://hal.science/hal-05490569,True,green,regression discontinuity; regression discontinuity design,abstract,regression discontinuity; regression discontinuity design,search,openalex,download skipped by config,economics,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,The Review of Economics and Statistics,restat,MIT Press,Returns to Political Contributions in Local Housing Markets,Rui Yu,yu,2026,2026-03-24,10.1162/rest.a.1732,https://doi.org/10.1162/rest.a.1732,https://openalex.org/W7140230020,,,1,44,https://doi.org/10.1162/rest.a.1732,False,closed,regression discontinuity; regression discontinuity design,abstract,regression discontinuity; regression discontinuity design,search,openalex,download skipped by config,economics,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,British Journal of Political Science,bjps,Cambridge University Press,How Do Violent Politicians Govern? The Case of Paramilitary-Tied Mayors in Colombia,Sarah Zukerman Daly,daly,2021,2021-12-06,10.1017/s0007123421000521,https://doi.org/10.1017/s0007123421000521,https://openalex.org/W4200202845,52,4,1852,1875,https://doi.org/10.1017/s0007123421000521,False,closed,regression discontinuity; regression discontinuity design,abstract,regression discontinuity; regression discontinuity design,search,openalex,download skipped by config,political_science,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,British Journal of Political Science,bjps,Cambridge University Press,Commodity Shocks and Incumbency Effects,Lucas M. Novaes; Luis Schiumerini,novaes,2021,2021-12-17,10.1017/s0007123421000478,https://doi.org/10.1017/s0007123421000478,https://openalex.org/W4200533772,52,4,1689,1708,https://doi.org/10.1017/s0007123421000478,False,closed,regression discontinuity; regression discontinuity design,abstract,regression discontinuity; regression discontinuity design,search,openalex,download skipped by config,political_science,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,British Journal of Political Science,bjps,Cambridge University Press,Granting Immigrants the Right to Vote in National Elections: Empirical Evidence from Swedish Administrative Data,Linuz Aggeborn; Henrik Andersson; Sirus H. Dehdari; Karl‐Oskar Lindgren,aggeborn,2023,2023-12-22,10.1017/s0007123423000509,https://doi.org/10.1017/s0007123423000509,https://openalex.org/W4390112938,54,3,712,729,https://doi.org/10.1017/s0007123423000509,True,hybrid,RDD; regression discontinuity; regression discontinuity design,abstract,RDD; regression discontinuity; regression discontinuity design,search,openalex,download skipped by config,political_science,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,British Journal of Political Science,bjps,Cambridge University Press,Evaluating the Minority Candidate Penalty with a Regression Discontinuity Approach,Ariel White; Paru Shah; Eric Gonzalez Juenke; Bernard L. Fraga,white,2024,2024-01-08,10.1017/s0007123423000583,https://doi.org/10.1017/s0007123423000583,https://openalex.org/W4390669478,54,3,1006,1013,https://doi.org/10.1017/s0007123423000583,True,hybrid,regression discontinuity; regression discontinuity design,abstract; title,RDD; regression discontinuity; regression discontinuity design,bibliographic; search; title_search,crossref; openalex,download skipped by config,political_science,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,British Journal of Political Science,bjps,Cambridge University Press,Quality Not Quantity: How a VAA Affected Voting Behavior in Three Large-Scale Field Experiments,Joris Frese; Simon Hix; Romain Lachat,frese,2025,2025-01-01,10.1017/s000712342510118x,https://doi.org/10.1017/s000712342510118x,https://openalex.org/W7115904200,55,,,,https://doi.org/10.1017/s000712342510118x,True,diamond,regression discontinuity; regression discontinuity design,abstract,RDD; regression discontinuity; regression discontinuity design,search,openalex,download skipped by config,political_science,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,British Journal of Political Science,bjps,Cambridge University Press,Left-Wing Governments and Far-Right Success,Albert Falcó-Gimeno; Ignacio Jurado; Markus Wagner,falco_gimeno,2026,2026-01-01,10.1017/s0007123425101208,https://doi.org/10.1017/s0007123425101208,https://openalex.org/W7125455382,56,,,,https://doi.org/10.1017/s0007123425101208,True,diamond,RDD; regression discontinuity; regression discontinuity design,abstract,RDD; regression discontinuity; regression discontinuity design,search,openalex,download skipped by config,political_science,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,Comparative Political Studies,cps,SAGE,"When Running for Office Runs in the Family: Horizontal Dynasties, Policy, and Development in the Philippines",Dean Dulay; Laurence Go,dulay,2021,2021-08-31,10.1177/00104140211024292,https://doi.org/10.1177/00104140211024292,https://openalex.org/W3184981468,55,4,588,627,https://doi.org/10.1177/00104140211024292,False,closed,regression discontinuity; regression discontinuity design,abstract,regression discontinuity; regression discontinuity design,search,openalex,download skipped by config,political_science,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,Comparative Political Studies,cps,SAGE,"Partisanship as Cause, Not Consequence, of Participation",Eli G. Rau,rau,2021,2021-10-27,10.1177/00104140211047406,https://doi.org/10.1177/00104140211047406,https://openalex.org/W3208341908,55,6,1021,1058,https://doi.org/10.1177/00104140211047406,False,closed,regression discontinuity,abstract,regression discontinuity; regression discontinuity design,search,openalex,download skipped by config,political_science,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,Comparative Political Studies,cps,SAGE,Does Compulsory Voting Affect How Voters Choose? A Test Using a Combined Conjoint and Regression Discontinuity Analysis,Shane Singh,singh,2022,2022-03-01,10.1177/00104140211066219,https://doi.org/10.1177/00104140211066219,https://openalex.org/W4221118840,55,12,2119,2143,https://doi.org/10.1177/00104140211066219,False,closed,regression discontinuity; regression discontinuity design,abstract; title,regression discontinuity; regression discontinuity design,bibliographic; search; title_search,crossref; openalex,download skipped by config,political_science,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,Comparative Political Studies,cps,SAGE,Imperial Rule and Long-Run Development: Evidence on the Role of Human Capital in Ottoman Europe,Bogdan G. Popescu; Mircea Popa,popescu,2022,2022-05-15,10.1177/00104140211060283,https://doi.org/10.1177/00104140211060283,https://openalex.org/W4280498257,55,11,1910,1946,https://doi.org/10.1177/00104140211060283,True,hybrid,regression discontinuity,abstract,regression discontinuity,search,openalex,download skipped by config,political_science,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,Comparative Political Studies,cps,SAGE,The Persistence of Rural Underdevelopment: Evidence from Land Reform in Italy,Michael Albertus,albertus,2022,2022-05-31,10.1177/00104140221089653,https://doi.org/10.1177/00104140221089653,https://openalex.org/W4293071549,56,1,65,100,https://doi.org/10.1177/00104140221089653,False,closed,regression discontinuity,abstract,regression discontinuity,search,openalex,download skipped by config,political_science,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,Comparative Political Studies,cps,SAGE,War-Time Military Service Can Affect Partisan Preferences,Anna Getmansky; Chagai Weiss,getmansky,2022,2022-11-21,10.1177/00104140221141837,https://doi.org/10.1177/00104140221141837,https://openalex.org/W4309756846,56,10,1475,1505,https://doi.org/10.1177/00104140221141837,False,closed,regression discontinuity; regression discontinuity design,abstract,RDD; regression discontinuity; regression discontinuity design,search,openalex,download skipped by config,political_science,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,Comparative Political Studies,cps,SAGE,"Ethnic Minorities, Interstate War, and Popular Support for Fiscal Capacity Development",André Walter; Patrick Emmenegger,walter,2022,2022-11-23,10.1177/00104140221139375,https://doi.org/10.1177/00104140221139375,https://openalex.org/W4309867279,56,9,1365,1397,https://doi.org/10.1177/00104140221139375,True,hybrid,regression discontinuity; regression discontinuity design,abstract,regression discontinuity; regression discontinuity design,search,openalex,download skipped by config,political_science,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,Comparative Political Studies,cps,SAGE,Consequences of Corruption for Political System Support: Evidence From a Brazilian Scandal,David De Micheli; Whitney K. Taylor,micheli,2025,2025-05-13,10.1177/00104140251342918,https://doi.org/10.1177/00104140251342918,https://openalex.org/W4410378590,59,3,616,652,https://doi.org/10.1177/00104140251342918,False,closed,regression discontinuity,abstract,regression discontinuity,search,openalex,download skipped by config,political_science,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,Comparative Political Studies,cps,SAGE,From Pledge to Poll: Investigating the Impact of Campaign Promises on Party Alignment,Michael Ganslmeier,ganslmeier,2025,2025-05-24,10.1177/00104140251342928,https://doi.org/10.1177/00104140251342928,https://openalex.org/W4410705951,59,4,870,899,https://doi.org/10.1177/00104140251342928,True,hybrid,regression-discontinuity; regression-discontinuity design,abstract,regression discontinuity; regression discontinuity design,search,openalex,download skipped by config,political_science,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,Comparative Political Studies,cps,SAGE,All Politics is Local? Evidence of Local Council Incumbency Advantage in National Elections,Emanuel Coman,coman,2025,2025-08-29,10.1177/00104140251369321,https://doi.org/10.1177/00104140251369321,https://openalex.org/W4413837482,,,,,https://doi.org/10.1177/00104140251369321,True,hybrid,regression discontinuity; regression discontinuity design,abstract,regression discontinuity; regression discontinuity design,search,openalex,download skipped by config,political_science,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,Comparative Political Studies,cps,SAGE,"Missionary Activity, Education, and Long-Run Political Development: Evidence Across Regime Types in Africa",Soeren Henn; Horacio Larreguy; Carlos Schmidt-Padilla,henn,2025,2025-08-29,10.1177/00104140251369335,https://doi.org/10.1177/00104140251369335,https://openalex.org/W4413806187,,,,,https://doi.org/10.1177/00104140251369335,False,closed,regression discontinuity; regression discontinuity design,abstract,regression discontinuity; regression discontinuity design,search,openalex,download skipped by config,political_science,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,Comparative Political Studies,cps,SAGE,The Anti-Left Legacy of the Pinochet Dictatorship,Pablo Argote; Elsa Voytas,argote,2025,2025-10-25,10.1177/00104140251381768,https://doi.org/10.1177/00104140251381768,https://openalex.org/W4415548258,,,,,https://doi.org/10.1177/00104140251381768,False,closed,regression discontinuity,abstract,regression discontinuity,search,openalex,download skipped by config,political_science,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,International Organization,io,Cambridge University Press,The Effect of Education on Support for International Trade: Evidence from Compulsory-Education Reforms,Omer Solodoch,solodoch,2024,2024-01-01,10.1017/s0020818324000262,https://doi.org/10.1017/s0020818324000262,https://openalex.org/W4404460146,78,4,800,822,https://doi.org/10.1017/s0020818324000262,True,hybrid,regression discontinuity; regression discontinuity design,abstract,regression discontinuity; regression discontinuity design,search,openalex,download skipped by config,political_science,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,Political Science Research and Methods,psrm,Cambridge University Press,Am I obliged to vote? A regression discontinuity analysis of compulsory voting with ill-informed voters,Mathieu Turgeon; André Blais,turgeon,2021,2021-04-23,10.1017/psrm.2021.18,https://doi.org/10.1017/psrm.2021.18,https://openalex.org/W4234871730,11,1,207,213,https://doi.org/10.1017/psrm.2021.18,False,closed,regression discontinuity,abstract; title,regression discontinuity; regression discontinuity design,bibliographic; search; title_search,crossref; openalex,download skipped by config,political_science,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,Political Science Research and Methods,psrm,Cambridge University Press,"Education, public support for institutions, and the separation of powers",Sivaram Cheruvu,cheruvu,2022,2022-07-12,10.1017/psrm.2022.29,https://doi.org/10.1017/psrm.2022.29,https://openalex.org/W4285023956,11,3,570,587,https://doi.org/10.1017/psrm.2022.29,True,hybrid,regression discontinuity,abstract,regression discontinuity; regression discontinuity design,search,openalex,download skipped by config,political_science,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,Political Science Research and Methods,psrm,Cambridge University Press,The impact of university attendance on partisanship,Brendan Apfeld; Emanuel Coman; John Gerring; Stephen Jessee,apfeld,2022,2022-09-09,10.1017/psrm.2022.33,https://doi.org/10.1017/psrm.2022.33,https://openalex.org/W4295196918,12,1,45,58,https://doi.org/10.1017/psrm.2022.33,True,hybrid,regression discontinuity; regression discontinuity design,abstract,regression discontinuity; regression discontinuity design,search,openalex,download skipped by config,political_science,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,Political Science Research and Methods,psrm,Cambridge University Press,Can political alignment reduce crime? Evidence from Chile,Carla Alberti; Diego Díaz Rioseco; Giancarlo Visconti,alberti,2022,2022-09-12,10.1017/psrm.2022.32,https://doi.org/10.1017/psrm.2022.32,https://openalex.org/W4295269426,11,2,223,236,https://doi.org/10.1017/psrm.2022.32,True,hybrid,regression discontinuity; regression discontinuity design,abstract,RDD; regression discontinuity; regression discontinuity design,search,openalex,download skipped by config,political_science,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,Political Science Research and Methods,psrm,Cambridge University Press,Indirect rule and public goods provision: evidence from colonial India,Olga Gasparyan,gasparyan,2023,2023-08-29,10.1017/psrm.2023.31,https://doi.org/10.1017/psrm.2023.31,https://openalex.org/W4386251461,12,2,444,450,https://doi.org/10.1017/psrm.2023.31,True,hybrid,regression discontinuity; regression discontinuity design,abstract,RDD; regression discontinuity; regression discontinuity design,search,openalex,download skipped by config,political_science,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,Political Science Research and Methods,psrm,Cambridge University Press,Strengthening mainstream consensus? The effect of radical right populist parties on the defense policies of left parties,Miku Matsunaga; Thomas Winzen,matsunaga,2024,2024-10-08,10.1017/psrm.2024.40,https://doi.org/10.1017/psrm.2024.40,https://openalex.org/W4403216151,13,3,629,644,https://doi.org/10.1017/psrm.2024.40,True,hybrid,regression discontinuity; regression discontinuity design,abstract,regression discontinuity; regression discontinuity design,search,openalex,download skipped by config,political_science,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,Political Science Research and Methods,psrm,Cambridge University Press,Everything in moderation? The effect of extremist nominations on individual and corporate PAC fundraising,Mellissa Meisels,meisels,2025,2025-04-02,10.1017/psrm.2025.23,https://doi.org/10.1017/psrm.2025.23,https://openalex.org/W4409085713,14,2,353,369,https://doi.org/10.1017/psrm.2025.23,True,diamond,regression discontinuity; regression discontinuity design,abstract,regression discontinuity; regression discontinuity design,search,openalex,download skipped by config,political_science,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,Political Science Research and Methods,psrm,Cambridge University Press,Does the growth of religious minorities transform electoral politics? Evidence from the evangelical boom in Brazil,Víctor Araujo,araujo,2025,2025-06-25,10.1017/psrm.2025.10025,https://doi.org/10.1017/psrm.2025.10025,https://openalex.org/W4411591508,,,1,25,https://doi.org/10.1017/psrm.2025.10025,True,diamond,regression discontinuity; regression discontinuity design,abstract,regression discontinuity; regression discontinuity design,search,openalex,download skipped by config,political_science,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,Political Science Research and Methods,psrm,Cambridge University Press,Female mayors and violence against women: evidence from Mexico,Marco Alcocer; Rachel Skillman; Angie Torres‐Beltran,alcocer,2025,2025-07-03,10.1017/psrm.2025.10030,https://doi.org/10.1017/psrm.2025.10030,https://openalex.org/W4411970986,,,1,8,https://doi.org/10.1017/psrm.2025.10030,True,diamond,regression discontinuity; regression discontinuity design,abstract,RDD; regression discontinuity; regression discontinuity design,search,openalex,download skipped by config,political_science,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,Political Science Research and Methods,psrm,Cambridge University Press,State mobilization and political attitudes: the legacy of maoist rural resettlement in contemporary China,Alexander Lee; Weihong Qi; Dazhong Sun,lee,2025,2025-11-12,10.1017/psrm.2025.10052,https://doi.org/10.1017/psrm.2025.10052,https://openalex.org/W4416131696,,,1,20,https://doi.org/10.1017/psrm.2025.10052,True,diamond,regression discontinuity; regression discontinuity design,abstract,regression discontinuity; regression discontinuity design,search,openalex,download skipped by config,political_science,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,Political Science Research and Methods,psrm,Cambridge University Press,Local taxes and economic voting: evidence from city ballot measures,Jacques Courbe; Julia Payson,courbe,2026,2026-01-07,10.1017/psrm.2025.10078,https://doi.org/10.1017/psrm.2025.10078,https://openalex.org/W7119052976,,,1,14,https://doi.org/10.1017/psrm.2025.10078,True,diamond,regression discontinuity; regression discontinuity design,abstract,RDD; regression discontinuity; regression discontinuity design,search,openalex,download skipped by config,political_science,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,Political Science Research and Methods,psrm,Cambridge University Press,Is winning the first primaries of primary importance? A regression-discontinuity approach,Jonne Kamphorst; Alexander John Mahesh Davenport; Marcus Immonen Hagley; Elias Dinas; Arnout van de Rijt,kamphorst,2026,2026-03-26,10.1017/psrm.2026.10096,https://doi.org/10.1017/psrm.2026.10096,https://openalex.org/W7140373642,,,1,17,https://doi.org/10.1017/psrm.2026.10096,True,diamond,regression-discontinuity; regression-discontinuity design,abstract; title,RDD; regression discontinuity; regression discontinuity design,bibliographic; search; title_search,crossref; openalex,download skipped by config,political_science,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,Quarterly Journal of Political Science,qjps,Now Publishers,Do Newspapers Benefit Incumbents? Evidence from Denmark 1849−1915,Alexander Fouirnaies,fouirnaies,2021,2021-10-18,10.1561/100.00019054,https://doi.org/10.1561/100.00019054,https://openalex.org/W3207364578,16,4,505,532,https://doi.org/10.1561/100.00019054,False,closed,regression-discontinuity,abstract,regression discontinuity,search,openalex,download skipped by config,political_science,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,Quarterly Journal of Political Science,qjps,Now Publishers,The Rank Effect in Multimember District Elections,BK Song,song,2022,2022-07-26,10.1561/100.00021045,https://doi.org/10.1561/100.00021045,https://openalex.org/W4287988129,17,4,547,575,https://doi.org/10.1561/100.00021045,False,closed,regression discontinuity; regression discontinuity design,abstract,regression discontinuity; regression discontinuity design,search,openalex,download skipped by config,political_science,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
no,,World Politics,wp,Cambridge University Press,Government Spending and Voting Behavior,Anselm Hager; Hanno Hilbig,hager,2024,2024-01-01,10.1353/wp.2024.a916342,https://doi.org/10.1353/wp.2024.a916342,https://openalex.org/W4390614305,76,1,88,124,http://dx.doi.org/10.1353/wp.2024.a916342,False,closed,regression discontinuity; regression discontinuity design,abstract,regression discontinuity; regression discontinuity design,search,openalex,download skipped by config,political_science,include,kept after title/abstract review as a substantive empirical article using RDD or a close related RD design
